filepath,emotion
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-02-02-01-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-02-02-02-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-01-02-02-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-01-02-01-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-02-01-01-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-02-01-02-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-02-01-01-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-01-02-01-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-01-02-02-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-01-02-01-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-02-01-01-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-02-01-02-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-01-01-02-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-01-01-01-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-02-02-01-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-02-02-02-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-02-02-02-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-01-01-02-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-03-02-02-01-18.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-03-01-01-01-18.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-02-02-01-02-18.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-01-01-02-01-18.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-02-01-02-02-18.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-02-01-01-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-02-01-02-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-01-02-02-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-01-02-01-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-02-02-01-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-02-02-02-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-01-01-02-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-01-01-01-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-01-02-02-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-02-01-02-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-01-01-01-01-18.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-02-01-01-02-18.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-02-02-02-02-18.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-03-01-02-01-18.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-03-02-01-01-18.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-02-01-02-01-18.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-01-01-02-02-18.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-02-02-01-01-18.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-03-01-01-02-18.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-03-02-02-02-18.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-02-02-01-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-02-02-02-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-04-01-01-02-18.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-07-01-01-01-18.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-02-01-01-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-02-01-02-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-06-01-02-02-18.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-05-01-02-01-18.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-01-01-01-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_18/03-01-08-02-02-01-18.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-01-02-01-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-02-01-01-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-02-01-02-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-02-01-01-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-01-02-01-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-01-02-02-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-02-02-02-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-02-02-01-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-01-01-01-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-01-01-02-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-01-01-01-02-20.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-01-01-01-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-02-02-01-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-01-02-02-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-02-01-02-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-01-02-02-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-01-01-02-01-20.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-02-01-02-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-01-01-01-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-02-02-01-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-01-01-02-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-02-02-02-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-02-02-02-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-02-02-01-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-01-01-01-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-01-01-02-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-02-01-02-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-02-01-01-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-01-02-01-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-01-02-02-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-02-01-01-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-01-02-01-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-02-02-02-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-01-01-02-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-01-01-01-01-20.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-02-01-02-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-01-02-02-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-01-01-01-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-01-01-02-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-02-02-02-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-02-02-01-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-01-02-01-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-01-02-02-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-02-01-02-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-02-01-01-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-02-02-01-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-08-01-01-01-20.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-01-02-01-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-01-02-02-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-06-02-01-02-20.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-05-02-01-01-20.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-01-01-01-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-01-01-02-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-04-02-02-02-20.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-07-02-02-01-20.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-02-02-02-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-03-01-01-02-20.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-02-01-01-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-01-01-02-02-20.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_20/03-01-02-01-02-01-20.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-08-02-01-01-21.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-08-01-02-01-21.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-06-01-01-02-21.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-05-01-01-01-21.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-05-02-02-01-21.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-06-02-02-02-21.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-04-01-02-02-21.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-07-01-02-01-21.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-07-02-01-01-21.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-04-02-01-02-21.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-03-02-01-02-21.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-03-01-02-02-21.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-02-02-02-01-21.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-02-01-01-01-21.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-01-01-01-02-21.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-03-02-02-01-21.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-03-01-01-01-21.wav,happy
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-02-02-01-02-21.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-01-01-02-01-21.wav,neutral
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-02-01-02-02-21.wav,calm
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-08-02-02-02-21.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-08-01-01-02-21.wav,surprised
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-05-01-02-02-21.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-06-01-02-01-21.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-06-02-01-01-21.wav,fearful
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-05-02-01-02-21.wav,angry
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-07-01-01-02-21.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-04-01-01-01-21.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-04-02-02-01-21.wav,sad
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-07-02-02-02-21.wav,disgust
/Users/naman4/EchoNava-Model/src/../data/archive/Actor_21/03-01-01-01-01-01-21.wav,neutral
